Name,College,Degree_Branch,Ratings,Heading,Review
Aditya Raha,Sushant University / Ansal University,"B.Sc, Computer Science",9.8,An inside opinion about our college.,I took up B.Tech specialization in computer sciences as my course. Faculty here in our college plays a major part as each one of them is certainly above expectations. They teach very well and stays with every student until their doubts about a topic are clear. They are pretty helpful and always keep us motivated. Personally in my course exams are held in two semesters for promoting in the next year. Exams are not difficult to pass if a student learns the subjects properly. Rest everything is just good.
Harshitha S A,GSSS Institute of Engineering and Technology for Women - [GSSSIETW],"BE, Electronics & Communication Engineering",8.8,Review on GSSS college,"Consistently we commend yearly fest in the name of GEETHAYANA, which we missed in recent years on account of Covid 19. It will be extraordinary amusing to take an interest in culture just as in tech fests which will be held during the period of March or April. There are bounty books accessible for reference in the library. Other than subject books, individuals who are interested in literature can peruse books moreover. There will be a few games just as social occasions, for example, dance, drama, singing and so on are held regularly. Understudy club which helps youngsters in placements studies just as different occasions are likewise there in college. I am one of the individuals from the APTI club, which helps understudies planning for placements."
Tanishq vaibhav,KIET Group of Institutions - [KIET],"B.Tech, Information Technology",8.5,Kiet - a place where u will not regret to enter after 4 years if you work hard,"well all of us know that the I.T. industry is on the boom and the college KIET group of institution is famous for its branch information and technology . all the faculty are Ph.D. and M.tech level. the total intake is 1800 and 8:1 is student to faculty ratio. at each and every interval of time , we get notifications about various internship , internation internship as well about the hackathons organized by different colleges and companies. these notifications are sent to us by college mail id.at regular interval of time , CT and PUE are organized within the span of 6 months."
TIWARI SHUBHAM KRISHNAKUMAR,Prime Institute of Engineering and Technology,"BE, Civil Engineering",10.0,Prime is the best.,PIET is doing great in placements that's why many students tend to join here over other campus. The percentage of student placed for 90%. The highest package was 1.2 lakhs per year for a guy from computer branch and he got placed in Software job only. Many recruiters prefer PIET for placement because directors have stronge industrial background knowledge.
APPANA PALLI YATISH DURGA,Prime Institute of Engineering and Technology,"BE, Mechanical Engineering",9.2,Wonderful Engineering college to begin your career,I choose Mechanical Engineering as Prime college has the Most Advanced Mechanical Labs and one of the finest faculty. All the faculty have at least 3-4 years of experience and have deep knowledge of their specialization. All faculty have Master's degrees. faculty gives you practical knowledge about the subjects. Faculty provides Important questions for University examinations. 80 % of the questions come from Important questions due to which passing the exam was a piece of cake. College faculty takes you for an industrial visit due to which you learn the practical application of the machines.
Tulika Mitra,Dr. Sudhir Chandra Sur Institute of Technology & Sports Complex - [SURTECH],"B.Tech, Electronics & Communication Engineering",10.0,Very good College,"I am a diploma holder in Electronics and telecommunication engineering. Then I took admission to Dr Sudhir Chandra Sur Institute of technology and sports complex B.tech in Electronics and communication engineering. in the year 2019.
Faculty: faculty members are very well Educated and highly educated. Their teaching quality is really good. Faculty members are very helpful to us. All faculty members are good. 
Examination: Examination is tough. But our faculty members provide us suggestions before the exams 
And they ake doubt clearing class before the examination. It helps us to make good marks in our Examinations."
Ekjyot,Galgotias College of Engineering and Technology - [GCET],"B.Tech, Electronics & Communication Engineering",7.2,About Galgotias College,"Fees were the same as of different Engineering colleges in the market. I did not receive any scholarship during my BTech, financial assistance from the college side was zero just colleges allow you to pay yearly fees in 2 instalments and for that, you have to take permission from the college director."
divyansh,DPG Degree College - [DPGDC],"B.Com, General",8.5,DPG college mega infrastructure and going to be best,"Annual fest 'Arpan is conducted in February. All books related to our course are provided by our college library. The library is well maintained and organized so the books are easy to find. Library also consists of newspapers and magazines in addition to books. Classrooms are fully air-conditioned and with comfortable seating arrangements. Our college consists of many sports activities cricket, basketball and football are some of them. There is seperate area maintained for each sports activity which is very attractive to me. Many inter-college competitions are conducted in our college and many festivals like Lohri and Diwali are celebrated."
Iqra Khan,Ambalika Institute of Management and Technology - [AIMT],"B.Tech, Civil Engineering",10.0,My Review,"Ambalika Institute of Management and Technology provides lots of fests, some technical fest too. At the starting of the session, they conduct freshers for the new students. Then they conduct an event as an intro as a formal interaction between junior and senior. In the end, they conduct an annual fest at the end of the session. And at the middle many tech fests took place. 
     They also conduct some sports events that took place for 3 days in the month of May. In the library, they provide all kinds of books that are helpful. We don't have to purchase books as Library provides us all."
Student (Anonymous),Nimapara Autonomous College -[NAC],"B.Sc, General",9.8,My college review,"A large diverse student body, more choices for majors & specialization, and more opportunities for future references. Our college environment is too healthy for study, 9 faculties are in our botany dept. out of the 2 are demonstrated. One lab assistant, and other teaching staffs the ratio of faculty: students are 1:5, teaching staffs are ph.D qualified & teaching quality is too friendly & well explained, easy to understand. Between 2 semesters there is a 6th-month gap & examinations are completed in a very strict manner."
Kushagra Srivastava,Galgotias College of Engineering and Technology - [GCET],"B.Tech, Information Technology",5.3,,"My first choice was CSE but didn't get a Fee Waiver seat there and hence chose IT. At that time on the hindsight, I was worried about this decision of mine but now when I look back I feel it was a very good decision and both the courses are 99% similar. Faculty student ratio is pretty good. There were around 10-15 faculties for IT branch with 120 students. Many faculties were common for CSE and IT. Most of the faculties had masters degree with few having doctorate as well. Faculties were educated enough but barring one or two, rest of them had a traditional teaching style of forcing the students to memorize everything. Anyway in an engineering college, what u do outside of course curriculum matters more.
Term exams were very timely. And in my experience they were very easy to pass. Marks were given based on handwriting and how much pages u filled. No one really cared about the quality of answers."
Pratik parmar,Sardar Vallabhbhai National Institute of Technology - [SVNIT],,7.4,Good college,In one semester 2 exam's are there first is mid sem of 30 marks and the second is end sem which contains 50 marks and 20 Mark's for internal.midsem is conducted after 1.5 months and the same for end sem. if you are in odd sem mid sem in September mid and end sem in December starting and if you are in even semester mid sem in March starting and end sem in may starting..There are 2 vacations first is December second week to January first week and second is may mid to July end. exams are easy to clear and many chances for backlog exams and supplementary also make-up exams are there.
Yash,Fairfield Institute of Management and Technology - [FIMT],"BBA + LLB,",7.6,My college life-Fairfield Institute of Management and Technology,"The annual fest is conducted in the month of August in the college itself which is organized by the college.

College also has a very good library which includes all the books and journals which students need so that can study properly.

College gives opportunities to participate in extracurricular activities so that the students can pursue their hobbies."
Jay Mehta,Dwarkadas J Sanghvi College of Engineering - [DJSCE],"BE, Computer Engineering",7.0,Everything you need to know about DJ Sanghavi College,"The total fees currently are around 1.8-2 lakhs/annum  which includes tution fess  , library fees  ,exam fees ,etc . 
Student can avail varoious scholarships made available by the Govenment of Maharahstra . There are cast wise scholarship  and also general scholarship called EBC which can be availed by  any student whose annaul family income is less than 8 lakhs . 
The placements in the college is pretty average . Most of the students opt for higher studies abroad so very few good companies come for placements . It includes JP Morgan , Morgan stanley , TCS ,etc"
Student (Anonymous),Ambalika Institute of Management and Technology - [AIMT],"B.Tech, Computer Science and Engineering",10.0,This review of mine reflects truth of the college,"This course has a good scope in this college as many National and International level companies offer jobs in this course such as AMAZON, MICROSOFT, IBM, etc. The student ratio is quite decent which is roughly 3-4 female students per 10 male students. The faculty here is highly qualified and has excellent teaching skills. Though students have different protective for teachers and their teaching methods, I believe faculty are providing quality education to the students as well as mentorship. Exams are frequent here to enhance the students' learning capabilities and the difficulty level is quite decent so that students have to work hard for their shining future."
Anushka Singh,PSIT College of Higher Education [PSITCHE],"BBA, General",8.8,It is my dream college.,Fees have been hiked a lot seriously. It is now 80000 per annum which I find hard for my family and also they have bus facilities of 40000 which I have availed as I live far from the college. My income is not less that 2 lakh so scholarship is not for me.
Surya Prakash,Sri Krishna Arts and Science College,"B.Com, General",8.8,Learning Opportunities,"The campus has a great infrastructure facility and provides digital classes, the campus is always clear and green. The campus had ranked first in Swatch Bharath Mission. The campus has many extracurricular activities which take place online as well as offline. I have just completed my first year online do not have much information about the offline as I have not been to campus yet. The information I could gain from the seniors were there was various fest which took place. There are many clubs like NCC NSS ROTARY and many more. Various sports activities also have been conducted in cricket football and many other sports as well."
kilari meghana,Chennais Amirta International Institute of Hotel Management - [CAIIHM],"B.Sc, Catering and Hotel Administration",10.0,PROUD TO BE A STUDENT OF CHENNAIS AMIRTA,"Every batch they have the freedom to conduct feast and cultural programs with the management's approval, from our batch recently we conduct ARAMBHAM 2021 food feast.
Amenities in the classroom - Modern classroom with a projector, new equipment from the industry for labs.
We have huge ground to play cricket, volleyball, football, throw the ball, etc."
Student (Anonymous),PSIT College of Engineering - [PSITcoe],"B.Tech, Computer Science and Engineering",9.0,PSIT - Best College in Kanpur,There is a total fee of 163300 of Computer Science Branch and 76000 for hostel and if you want to avail the bus facility you have to pay extra 18000. There is a Scholarship scheme in our college which was provided by the Indian Government but it has a drawback that only students whose father income is less than 2 lakhs will fill the scholarship form.
Abhay Trapasiya,SDJ International College,"BBA, Finance",8.7,BBA at SDJIC,"As I'm in FY and the pandemic is on, there hasn't been any fest conducted still but in the future, it will surely be conducted once the pandemic gets over. 
There are all kinds of books and journals available in the library of our college. 
There is a basketball set up on our college campus and you can also play cricket on the college campus. There are so many other activities and projects which are being done by the college. Right now, in the pandemic, our college is providing covid vaccination at the campus and giving their best efforts to fight with covid. 
There are so many clubs like dance club, drama club, sports club, etc."
Student (Anonymous),Institute of Management Education Group of Colleges - [IME],"BA +  L.L.B,",7.7,IME COLLEGE,The B.A. LL.B course all over fees is 3 to 4 lakh besides that books charges which you have to buy from out side and examination charges are excluded after 5 year we can say that around 5-6 lakh you have to pay for this course might be it's correct or might be it wrong but this is cheapest college which I get. As per the seniors the job opportunity is also available means every year some children were directly qualified for job from the college so yes we can say that there is place is also available for children
Anirudh Khandelwal,Amity University,,8.0,DETAILED REVIEW,"Course is discussed in detail and subjects are taught in a very well manner there is also a extra language subject that is french which is compulsory for every course students. You also have to choose one minor degree course like you are from B.tech so you can choose AI and ML,  IOT, Data Science ."
Student (Anonymous),Sardar Vallabhbhai National Institute of Technology - [SVNIT],"B.Tech, Civil Engineering",10.0,My college Svnit is best college,"Drashti clubs is a very good club in college. CES is civil engineering society. It's my favorite club but online classes not possible to enjoy a club, so offline classes are available that time all clubs join by me and my frd. And svnit all clubs are very good, important, and interest and this is National clubs."
Aman Saini,Galgotias University - [GU],"MBA, Finance",8.5,Work Hard and Make your career in GU,"The course curriculum of this University is good. I choose this course because i want to gain knowledge about finance. Course curriculum of this University provides all the theoritical as well as practical knowledge to the students. Faculty Student ratio in this university is 1:50. All faculty members are well qualified and their teaching method is also good. Most of the teachers also completed their Phd. All the teachers are very much supportive and knowledgeable. Exams were held 3 times in each semester, first their was Mid Term Test-1, then Mid Term Test-2 then final exams will be conducted. If you attend all the lectures carefully and complete all the assignment on time, then you can easily pass all the exams and with good marks. Overall course curriculum of this university is good and provides sufficient amount of knowledge to the students."
Akansha Sharma,Galgotias College of Engineering and Technology - [GCET],"B.Tech, Information Technology",7.2,Good private college in NCR,"Annual fest and tech fest were conducted every year with big celebs coming in the college like Varun Dhawan, Jacqueline Fernandes, Guru Randhawa, Akshay Kumar, etc
The library is present for the books collection.
Classrooms were having AC only for the CS IT department.
Sports fest used to be organized.
Many groups are run by students like Rotaract club, Dance club"
penninti ramya sree,Villa Marie College for Women,"B.Sc, Statistics",8.5,My college review - Villa Marie,"My life at the campus is admiringly very great. We will have some fests like freshers party, farewell and in the middle of the year, we will even have some fests. We even conduct events based on our subjects. We also conduct some games at the events. And in December, we will have a Christmas Eve fest for 3 days organized by the college. All the departments will conduct events in different months. So we will have a lot more. I am not a member of any of the club. We even have a sports room and fitness room. Most of the students use to participate in cricket and some of them in basketball. We even play badminton and many more on our campus. We have our Instagram page named villa Marie college, villa press, and scizone. club where u can find about our college. There will be a brief description and college-related activities over there."
sai prabath,JNTUH College of Engineering Jagtial - [JNTUHCEJ],"B.Tech, Computer Science and Engineering",9.5,My review about JNTUHCEJ (CSE),"Life at the campus is pretty good there is some ragging from seniors. Our fest name is CEZER, Our tech fest name is Hackathon which helps us in developing technical skills.
and these fests are conducted in the month of March every year. Availability of books and journals in the library. There are lots of books in the library which include Academic books Personality development books, biographies of great people, etc. We also have Department libraries which include: core subject books Computer science books amenities are our friends in the classroom. Sports in our college: every year they conduct will storts like: volleyball, cricket, kabaddi, kho-kho, special games for girls like: throw the ball, etc.Even indoor games too.Ex chess carroms for everyone. social group run by students is: 'JNTUHCE' Instagram page."
BALAJI ARUMUGAM,Sri Sairam Engineering College,,10.0,Best Placement is Here,"Life at the campus was very nice, there will many fests take place, annual fest, sports fest etc. There are 10000 + books available in our college library,  it will be very useful for the students. There is cricket, football, Athletics grounds are there on our campus, tennis court, volleyball court etc. There are 15+ clubs on our college campus to make students to interactive and enthusiastic. There are NCC, NSS, YRC, clubs are also there in our campus."
Student (Anonymous),Guru Nanak Institute of Technology - [GNIT],"B.Tech, Information Technology",6.2,INTERNSHIP OPPURTUNITY,"Every year we have our Annual fest named Zysvva in the month of February and Techfest in the month of March. Both inter and intra college participation is allowed. There is a library in our college which provides us with our course-related books and also with necessary other books. Previous years question papers are also available in the library. Moreover, E-journals and e-magazines are also published on our college website. We also have our Annual Sports Day in the month of December or January. Apart from this Teacher's Day and Fresher's Welcome are also celebrated. Classrooms are spacious and airy."
Srishti,Banasthali Vidyapith,"B.Tech, Electrical And Electronics Engineering",8.4,Good college,"The curriculum is fantastic, academics too and faculties are awesome.    There are varities of extra activities which are free of cost you can go through banasthali website all the activities are mentioned there I bet you will be amazed. Academics are good they provide you good amount of notes teach you well and if you are regular in your class you will be in 8 cgpa category.The faculties are so good you can't give second thought on them."
Rachit kumar,ISM Dhanbad - Indian Institute of Technology - [IITISM],"B.Tech, Petroleum Engineering",9.3,Review of my college,The semester fee is 120700 and the hostel plus mess fee is 25200. And there is no problem in taking admission in the college if you have any financial problem because you will have plenty of opportunities to avail the of various type of scholarship. A tuition fee waiver is given to students with poor financial background. Students with family income less than 1 lakh and those between 1 - 5 lakhs are given 100 and 66 a waiver on tuition fee respectively. Students can also get their pocket money as there are many coaching centres near the campus where you can easily earn 400-500 per hour by sharing your knowledge.
Nanda Kishore B,Amrita Vishwa Vidyapeetham,"B.Tech, Computer Science and Engineering",10.0,My college experience,"The campus provides various opportunities for students to showcase their talents. The main Techfest that happens every year is Anokha which attracts a lot of participants from other colleges. There are many clubs in which students can get themself enrolled and explore the opportunities. Amrita also has a central library that has a collection of various books across different journals. The classrooms and labs have all the infrastructure that you would look for like internet connectivity, proper systems with software and labs are air-conditioned. Students can also borrow any sports equipment from the sports department and there is always something happening around the campus."
Baisakhi Das,Dr. Sudhir Chandra Sur Institute of Technology & Sports Complex - [SURTECH],"B.Tech, Electronics & Communication Engineering",9.4,Best Engineering College,Labs and classroom are huge and we'll be equipped here. The library always has a positive atmosphere. There is a wi-fi facility also. There is a good canteen also where all type of food items can be found and our college also provides hostel and medical facilities. And sports facilities are also available for students and our college held sports competition also so that student can get some refreshments from their studies. And every year our college held impulse for project competition where every student can showcase their creative skill and cultural fest also to show their talent and everyone can enjoy. Our college has a Facebook page also where all type of events are posted there to enhance our skills.
AMULYA SHARMA,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],"B.Tech, Food Technology and Management",8.8,My Journey at NIFTEM,"There are various societies and clubs such as Geetanjali, literary society; Saarang, cultural society; Vyaktitva, personality development society; Alabhayam, technical society; Prakriti, environmental society; CED (centre of entrepreneurship development), Entrepreneurship Cell, Samarthya, sports society. Also, we have a website called Fortifygen, wherein students can submit their articles on food and management related topics. There is a nascent club, called Club 451, where we discuss various topics, books, etc. and group discussions are held every week."
Nakum Divyeshbhai,Sardar Vallabhbhai National Institute of Technology - [SVNIT],"B.Tech, Civil Engineering",9.2,Students are the future of country,"There are 90% of students got placement every year. This college is provided very good placement offers and also college invites many companies on our campus so that's the reason every Scholer and even moderate students also can achieve a good job and good placement according to their skills. Here also teaching us how to develop the skills and knowledge of the business. There are many companies visited like L and T, Birla, Reliance, Tata, etc. In our college, the highest placement is around 56 lacks in computer science engineering field."
Manish Khatri,SRM University Delhi NCR,"B.Tech, Computer Science and Engineering",8.0,"SRM University, Delhi-NCR, Sonepat (BTech in CS)","The course curriculum is as per the UGC specifications and covers most of the theoretical topics of CS and most of the faculty members are good in teaching but there always exists some that do not provide good teaching. computer science is my passion so I opted for the program which was having a faculty: student ratio of 1:50. The faculties are highly qualified and have a good teaching method. The exams are taken twice a year, may and December and are really easy for students who studied hard else exams will be hard."
Neha,SRM University Delhi NCR,"B.Tech, Computer Science and Engineering",8.4,About SRM Sonepat,"The annual fest is PRISMA which comprises of a lot of events from singing to dancing, there are a lot of chances for all to avail some awards and win competitions. They have start night at the last day on which anh star is called and they give a live performance for which everyone stays excited. The technical fest is also organised every year by the university. Coming to the library, we have E-library and physical library too. University has all the most famous publishers of books that one requires to study. The classrooms are also very beautiful and fully AC with projectors and other facilities which make them smart classes. In the evening after university end, students can stay and play different sports, also they have a gym and other things also. There are many groups such as dance society, drama society, a singing society, and lots more which have an important role in the university functions and events. Also, students run their social media handles and all very nice."
BISHAL PRABAL MOHANTY,Samanta Chandra Sekhar College  (Autonomous),"B.Sc, Physics",9.8,My College SCS PURI,"I had chosen Physics because I am very good at Math and Physics in my12th class. In my college, there are 5 faculty members available. And other 3lab assistance. In my class, the maximum number of seat is 40. And in my batch, the seats are fully filled. All the faculty got a doctorate in physics and one of the faculty is a gold medalist from MIT. All faculty teaches us in a well and understanding manner so that everyone can understand. In a year, 2 semestar and 2mid semester occur. The level of question is high to moderate. But approximately every student clear the exam."
Aravind CJ,Sri Krishna College of Engineering and Technology - [SKCET],"BE, Computer Science And Engineering",9.6,Internship,"The faculty members were very experienced and nice to all students. They were very friendly and kind towards everyone.
They will clear your doubts whenever you need them. I chose this course because I am interested in tech videos and know the development of the technological world. There will be a fair amount of time to prepare for the exams and it will be a little too difficult to clear."
Paresh Kumar Sahoo,Sambalpur University,,6.6,SUIIT in Nutshell,"There are two annual fest SUIIT organises every year. One is INNOVATE, an annual technical fest and another one is AVAHAN, annual cultural fest. There is a well set up library for study books. And we also get access to Sambalpur University Central library here. There are four main clubs. Technical, cultural, sports and literary. And many other social groups run by students like photography club, rocketry club and coding club etc."
Manshi Kumari,Birsa Institute of Technology - [BIT] Sindri,"B.Tech, Electronics & Communication Engineering",7.6,Proud to be a BITian,"I have ECE and the subjects are very interesting, but if you don't study well in advance then it is difficult to pass the exam. We do have lecture classes but self-study is preferred. Most of the faculty members are highly qualified and very experienced. In our class, the girls to boys ratio are 2:3. We have two exams each semester, one is internal and the other is external. Internal exams are held twice and the best of the two is selected out of the two."
Nidhi,IIT Ropar - Indian Institute of Technology - [IITR],"Ph.D, Electrical Engineering",9.6,Review of a VLSI PhD scholar,Good for circuit designers and all faculty for vlsi is from IIT bombay. Nice exposure available here and faculty give attention to scholars. Near to you home city. Admission was based on gate score followed by written exam and finally selection was made on the basis of interview.
Poojan shah,Sardar Vallabhbhai Patel Institute of Technology - [SVIT] Vasad,"BE, Computer Engineering",8.0,MY REVIEW,"I have chosen this course because I wanted to opt for it for a better future. Although I developed an interest in this particular field during my 10th standard and was very enthusiastic to learn about it. Talking about the faculties of our college, I must say that SVIT has got really good faculty as they are highly qualified and always want their students to be ""doubtless"" in their respective teaching subjects by solving each and everyone doubts possible. The faculty-student ratio is about 1:40 approx. Moving towards how timely the term exams were and how difficult was to pass it , they were on time as mid semester exams and GTU exams are conducted in 3 months and 6 months respectively. If one has sincerely studied during the lectures and also self-studied enough then it might not appear to be that difficult."
ZUBIN JAMES KRISHNENDU PALIT,Vellore Institute of Technology - [VIT University],"B.Tech, Electronics & Communication Engineering",8.3,VIT- A land of oppurtunities,"VIT's cultural fest - RIVIERA is the 5th BEST in INDIA. The vibes of the fest are amazing. Although I being in the 2020 BATCH, haven't witnessed one, but it's a well-known fact that RIVIERA is one of the best. The next is the tech-fest -  GRAVITAS. It's an extraordinary plethora of events and exhibitions and workshops. The VIT library is huge. It's a 3-storey building and is filled with books on different fields. The sports facility is matchless, atleast for a private institution. The college also has NCC. The best part about VIT I think, is its clubs and chapter. There are around 150 different clubs and chapters, technical and cultural. Students are free to create their own clubs if they feel that there isn't one like theirs already. Some noteworthy technical clubs and chapters are DSC, IEEE, ISTE, CODECHEF and ROBOTICS."
Umme Asma,Jamia Millia Islamia University-[JMI],"MA, Applied Psychology",5.0,A short review,I opted for this program as I wanted to pursue my career in Psychology. The campus is enormous and the department itself is great as well in terms of its structure. it's not too big not too small. The student ratio is around 50 students for Bachelor's (Per Year) and 40 Students in each batch of Masters. The faculty is quite Qualified as most of the teaching members are research scholars and PhD holders. The teaching method is above average as most of the teachers are quite qualified. The termly exams are held timely and it's neither too easy nor way too difficult to pass for most of the subjects.
Shalin Santosh,Indira College of Commerce & Science - [ICCS] Tathawade,"BBA, International Business",8.8,Best college to explore your college life,"The campus life is really good and interesting. It helps to nurture a student in the best possible way. The infrastructure is really good and the facilities provided are really satisfactory. The libraries, labs, auditoriums, halls, sports court, canteen, hostels, etc. The facilities are also provided within the campus. There are lots of events, seminars and webinars to excel the skills of the students and make them active."
Gajendra nagar,ISM Dhanbad - Indian Institute of Technology - [IITISM],"M.Tech, Chemical Engineering",10.0,"Reality of IIT ISM, Dhanbad","Srijan is an annual musical fest that is held in November and concetto is an annual technical fest, which is held in March. there are more than 1 lakhs books and journals in the library. Classrooms are fully air-conditioned equipped with a projector. All type of sports facility is present in college, like Olympic size swimming pool, huge football ground, indoor and outdoor badminton and lots of sports facility is present. There are clubs for each thing, from dance and drama to robotics and coding. All types of clubs are present in college."
Neha,SRM University Delhi NCR,"B.Tech, Computer Science and Engineering",8.4,About SRM Sonepat,"The annual fest is PRISMA which comprises of a lot of events from singing to dancing, there are a lot of chances for all to avail some awards and win competitions. They have start night at the last day on which anh star is called and they give a live performance for which everyone stays excited. The technical fest is also organised every year by the university. Coming to the library, we have E-library and physical library too. University has all the most famous publishers of books that one requires to study. The classrooms are also very beautiful and fully AC with projectors and other facilities which make them smart classes. In the evening after university end, students can stay and play different sports, also they have a gym and other things also. There are many groups such as dance society, drama society, a singing society, and lots more which have an important role in the university functions and events. Also, students run their social media handles and all very nice."
